1638	S116	27.3	2023-11-02 00:00:00
1639	S104	25.3	2023-11-02 00:00:00
1640	S109	25.7	2023-11-02 01:00:00
1641	S117	27.3	2023-11-02 01:00:00
1642	S50	26.1	2023-11-02 01:00:00
1643	S107	28.3	2023-11-02 01:00:00
1644	S43	27.6	2023-11-02 01:00:00
1645	S44	25.6	2023-11-02 01:00:00
1646	S121	25.4	2023-11-02 01:00:00
1647	S111	26.5	2023-11-02 01:00:00
1648	S60	27.4	2023-11-02 01:00:00
1649	S115	27.0	2023-11-02 01:00:00
1650	S24	26.3	2023-11-02 01:00:00
1651	S116	27.3	2023-11-02 01:00:00
1652	S104	25.4	2023-11-02 01:00:00
1653	S109	25.9	2023-11-02 02:00:00
1654	S117	27.0	2023-11-02 02:00:00
1655	S50	25.9	2023-11-02 02:00:00
1656	S107	27.8	2023-11-02 02:00:00
1657	S43	27.5	2023-11-02 02:00:00
1658	S44	25.8	2023-11-02 02:00:00
1659	S121	25.6	2023-11-02 02:00:00
1660	S111	26.5	2023-11-02 02:00:00
1661	S60	27.0	2023-11-02 02:00:00
1662	S115	26.9	2023-11-02 02:00:00
1663	S24	26.2	2023-11-02 02:00:00
1664	S116	27.2	2023-11-02 02:00:00
1665	S104	26.0	2023-11-02 02:00:00
1666	S109	25.8	2023-11-02 03:00:00
1667	S117	27.1	2023-11-02 03:00:00
1668	S50	25.8	2023-11-02 03:00:00
1669	S107	27.4	2023-11-02 03:00:00
1670	S43	27.5	2023-11-02 03:00:00
1671	S44	25.1	2023-11-02 03:00:00
1672	S121	25.4	2023-11-02 03:00:00
1673	S111	26.3	2023-11-02 03:00:00
1674	S60	27.1	2023-11-02 03:00:00
1675	S115	27.0	2023-11-02 03:00:00
1676	S24	26.4	2023-11-02 03:00:00
1677	S116	27.1	2023-11-02 03:00:00
1678	S104	25.4	2023-11-02 03:00:00
1679	S109	25.7	2023-11-02 04:00:00
1680	S117	26.8	2023-11-02 04:00:00
1681	S50	25.8	2023-11-02 04:00:00
1682	S107	27.9	2023-11-02 04:00:00
1683	S43	27.2	2023-11-02 04:00:00
1684	S44	25.5	2023-11-02 04:00:00
1685	S121	25.1	2023-11-02 04:00:00
1686	S111	25.8	2023-11-02 04:00:00
1687	S60	26.9	2023-11-02 04:00:00
1688	S115	26.7	2023-11-02 04:00:00
1689	S24	26.2	2023-11-02 04:00:00
1690	S116	26.9	2023-11-02 04:00:00
1691	S104	25.1	2023-11-02 04:00:00
