date,temperature,station_id,station_name,latitude,longitude
2023-12-28,29.3,S107,East Coast Parkway,1.3135,103.9625
2023-12-28,29.1,S43,Kim Chuan Road,1.3399,103.8878
2023-12-28,28.8,S44,Nanyang Avenue,1.34583,103.68166
2023-12-28,29.0,S121,Old Choa Chu Kang Road,1.37288,103.72244
2023-12-28,28.9,S111,Scotts Road,1.31055,103.8365
2023-12-28,29.5,S60,Sentosa,1.25,103.8279
2023-12-28,27.9,S115,Tuas South Avenue 3,1.29377,103.61843
2023-12-28,29.6,S24,Upper Changi Road North,1.3678,103.9826
2023-12-28,28.9,S116,West Coast Highway,1.281,103.754
2023-12-28,29.2,S104,Woodlands Avenue 9,1.44387,103.78538
2023-12-29,28.7,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2023-12-29,29.7,S117,Banyan Road,1.256,103.679
2023-12-29,29.9,S50,Clementi Road,1.3337,103.7768
2023-12-29,28.5,S107,East Coast Parkway,1.3135,103.9625
2023-12-29,28.4,S43,Kim Chuan Road,1.3399,103.8878
2023-12-29,29.4,S44,Nanyang Avenue,1.34583,103.68166
2023-12-29,29.5,S121,Old Choa Chu Kang Road,1.37288,103.72244
2023-12-29,29.4,S111,Scotts Road,1.31055,103.8365
2023-12-29,31.3,S60,Sentosa,1.25,103.8279
2023-12-29,29.4,S115,Tuas South Avenue 3,1.29377,103.61843
2023-12-29,28.8,S24,Upper Changi Road North,1.3678,103.9826
2023-12-29,29.8,S116,West Coast Highway,1.281,103.754
2023-12-29,28.1,S104,Woodlands Avenue 9,1.44387,103.78538
2023-12-30,30.3,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2023-12-30,30.4,S117,Banyan Road,1.256,103.679
2023-12-30,28.7,S50,Clementi Road,1.3337,103.7768
2023-12-30,29.5,S107,East Coast Parkway,1.3135,103.9625
2023-12-30,29.5,S43,Kim Chuan Road,1.3399,103.8878
2023-12-30,29.6,S44,Nanyang Avenue,1.34583,103.68166
2023-12-30,30.0,S121,Old Choa Chu Kang Road,1.37288,103.72244
2023-12-30,28.2,S111,Scotts Road,1.31055,103.8365
2023-12-30,31.8,S60,Sentosa,1.25,103.8279
2023-12-30,30.2,S115,Tuas South Avenue 3,1.29377,103.61843
2023-12-30,29.6,S24,Upper Changi Road North,1.3678,103.9826
2023-12-30,29.2,S116,West Coast Highway,1.281,103.754
2023-12-30,30.5,S104,Woodlands Avenue 9,1.44387,103.78538
2023-12-31,27.1,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2023-12-31,27.4,S117,Banyan Road,1.256,103.679
2023-12-31,27.0,S50,Clementi Road,1.3337,103.7768
2023-12-31,27.8,S107,East Coast Parkway,1.3135,103.9625
2023-12-31,27.5,S43,Kim Chuan Road,1.3399,103.8878
2023-12-31,27.1,S44,Nanyang Avenue,1.34583,103.68166
2023-12-31,27.0,S121,Old Choa Chu Kang Road,1.37288,103.72244
2023-12-31,26.2,S111,Scotts Road,1.31055,103.8365
2023-12-31,26.9,S60,Sentosa,1.25,103.8279
2023-12-31,27.3,S115,Tuas South Avenue 3,1.29377,103.61843
2023-12-31,27.8,S24,Upper Changi Road North,1.3678,103.9826
2023-12-31,27.2,S116,West Coast Highway,1.281,103.754
2023-12-31,26.6,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-01,26.1,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-01,28.6,S117,Banyan Road,1.256,103.679
2024-01-01,27.3,S50,Clementi Road,1.3337,103.7768
2024-01-01,28.4,S107,East Coast Parkway,1.3135,103.9625
2024-01-01,27.8,S43,Kim Chuan Road,1.3399,103.8878
2024-01-01,27.8,S44,Nanyang Avenue,1.34583,103.68166
2024-01-01,27.6,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-01,27.1,S111,Scotts Road,1.31055,103.8365
2024-01-01,29.2,S60,Sentosa,1.25,103.8279
2024-01-01,27.8,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-01,28.6,S24,Upper Changi Road North,1.3678,103.9826
2024-01-01,27.4,S116,West Coast Highway,1.281,103.754
2024-01-01,27.6,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-02,28.6,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-02,30.2,S117,Banyan Road,1.256,103.679
2024-01-02,29.3,S50,Clementi Road,1.3337,103.7768
2024-01-02,29.6,S107,East Coast Parkway,1.3135,103.9625
2024-01-02,29.2,S43,Kim Chuan Road,1.3399,103.8878
2024-01-02,29.9,S44,Nanyang Avenue,1.34583,103.68166
2024-01-02,29.6,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-02,29.0,S111,Scotts Road,1.31055,103.8365
2024-01-02,29.5,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-02,29.7,S24,Upper Changi Road North,1.3678,103.9826
2024-01-02,29.7,S116,West Coast Highway,1.281,103.754
2024-01-02,28.6,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-03,28.6,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-03,29.0,S117,Banyan Road,1.256,103.679
2024-01-03,28.6,S50,Clementi Road,1.3337,103.7768
2024-01-03,28.7,S107,East Coast Parkway,1.3135,103.9625
2024-01-03,28.8,S43,Kim Chuan Road,1.3399,103.8878
2024-01-03,29.4,S44,Nanyang Avenue,1.34583,103.68166
2024-01-03,28.9,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-03,28.2,S111,Scotts Road,1.31055,103.8365
2024-01-03,29.0,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-03,28.7,S24,Upper Changi Road North,1.3678,103.9826
2024-01-03,28.7,S116,West Coast Highway,1.281,103.754
2024-01-04,24.0,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-04,24.3,S117,Banyan Road,1.256,103.679
2024-01-04,24.0,S50,Clementi Road,1.3337,103.7768
2024-01-04,24.5,S107,East Coast Parkway,1.3135,103.9625
2024-01-04,24.6,S43,Kim Chuan Road,1.3399,103.8878
2024-01-04,24.3,S44,Nanyang Avenue,1.34583,103.68166
2024-01-04,23.9,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-04,23.3,S111,Scotts Road,1.31055,103.8365
2024-01-04,24.4,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-04,24.6,S24,Upper Changi Road North,1.3678,103.9826
2024-01-04,24.3,S116,West Coast Highway,1.281,103.754
2024-01-04,23.9,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-05,27.1,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-05,28.8,S117,Banyan Road,1.256,103.679
2024-01-05,25.8,S50,Clementi Road,1.3337,103.7768
2024-01-05,28.5,S107,East Coast Parkway,1.3135,103.9625
2024-01-05,27.4,S43,Kim Chuan Road,1.3399,103.8878
2024-01-05,28.3,S44,Nanyang Avenue,1.34583,103.68166
2024-01-05,27.0,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-05,26.3,S111,Scotts Road,1.31055,103.8365
2024-01-05,28.0,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-05,28.4,S24,Upper Changi Road North,1.3678,103.9826
2024-01-05,28.3,S116,West Coast Highway,1.281,103.754
2024-01-05,26.3,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-06,27.3,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-06,28.8,S117,Banyan Road,1.256,103.679
2024-01-06,26.4,S50,Clementi Road,1.3337,103.7768
2024-01-06,28.4,S107,East Coast Parkway,1.3135,103.9625
2024-01-06,28.1,S43,Kim Chuan Road,1.3399,103.8878
2024-01-06,27.4,S44,Nanyang Avenue,1.34583,103.68166
2024-01-06,26.5,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-06,27.6,S111,Scotts Road,1.31055,103.8365
2024-01-06,28.9,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-06,29.0,S24,Upper Changi Road North,1.3678,103.9826
2024-01-06,29.6,S116,West Coast Highway,1.281,103.754
2024-01-06,24.9,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-07,23.9,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-07,24.4,S117,Banyan Road,1.256,103.679
2024-01-07,23.6,S50,Clementi Road,1.3337,103.7768
2024-01-07,24.4,S107,East Coast Parkway,1.3135,103.9625
2024-01-07,24.2,S43,Kim Chuan Road,1.3399,103.8878
2024-01-07,23.9,S44,Nanyang Avenue,1.34583,103.68166
2024-01-07,23.8,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-07,23.3,S111,Scotts Road,1.31055,103.8365
2024-01-07,24.2,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-07,24.2,S24,Upper Changi Road North,1.3678,103.9826
2024-01-07,24.2,S116,West Coast Highway,1.281,103.754
2024-01-07,23.4,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-08,29.0,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-08,28.5,S117,Banyan Road,1.256,103.679
2024-01-08,29.3,S50,Clementi Road,1.3337,103.7768
2024-01-08,29.3,S107,East Coast Parkway,1.3135,103.9625
2024-01-08,29.3,S43,Kim Chuan Road,1.3399,103.8878
2024-01-08,29.5,S44,Nanyang Avenue,1.34583,103.68166
2024-01-08,29.4,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-08,28.4,S111,Scotts Road,1.31055,103.8365
2024-01-08,28.2,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-08,29.2,S24,Upper Changi Road North,1.3678,103.9826
2024-01-08,28.9,S116,West Coast Highway,1.281,103.754
2024-01-08,28.9,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-09,27.1,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-09,28.7,S117,Banyan Road,1.256,103.679
2024-01-09,28.3,S50,Clementi Road,1.3337,103.7768
2024-01-09,27.7,S107,East Coast Parkway,1.3135,103.9625
2024-01-09,27.8,S43,Kim Chuan Road,1.3399,103.8878
2024-01-09,27.2,S44,Nanyang Avenue,1.34583,103.68166
2024-01-09,27.8,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-09,27.6,S111,Scotts Road,1.31055,103.8365
2024-01-09,26.3,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-09,27.8,S24,Upper Changi Road North,1.3678,103.9826
2024-01-09,27.7,S116,West Coast Highway,1.281,103.754
2024-01-09,26.7,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-10,28.7,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-10,29.1,S117,Banyan Road,1.256,103.679
2024-01-10,28.4,S50,Clementi Road,1.3337,103.7768
2024-01-10,28.4,S107,East Coast Parkway,1.3135,103.9625
2024-01-10,28.9,S43,Kim Chuan Road,1.3399,103.8878
2024-01-10,29.2,S44,Nanyang Avenue,1.34583,103.68166
2024-01-10,28.8,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-10,27.9,S111,Scotts Road,1.31055,103.8365
2024-01-10,29.0,S60,Sentosa,1.25,103.8279
2024-01-10,28.4,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-10,28.8,S24,Upper Changi Road North,1.3678,103.9826
2024-01-10,28.8,S116,West Coast Highway,1.281,103.754
2024-01-10,28.8,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-11,28.4,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-11,29.4,S117,Banyan Road,1.256,103.679
2024-01-11,29.0,S50,Clementi Road,1.3337,103.7768
2024-01-11,28.9,S107,East Coast Parkway,1.3135,103.9625
2024-01-11,28.8,S43,Kim Chuan Road,1.3399,103.8878
2024-01-11,29.1,S44,Nanyang Avenue,1.34583,103.68166
2024-01-11,29.1,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-11,28.1,S111,Scotts Road,1.31055,103.8365
2024-01-11,29.8,S60,Sentosa,1.25,103.8279
2024-01-11,28.7,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-11,29.7,S24,Upper Changi Road North,1.3678,103.9826
2024-01-11,29.1,S116,West Coast Highway,1.281,103.754
2024-01-11,28.7,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-12,26.4,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-12,27.0,S117,Banyan Road,1.256,103.679
2024-01-12,26.7,S50,Clementi Road,1.3337,103.7768
2024-01-12,26.5,S107,East Coast Parkway,1.3135,103.9625
2024-01-12,25.9,S43,Kim Chuan Road,1.3399,103.8878
2024-01-12,26.6,S44,Nanyang Avenue,1.34583,103.68166
2024-01-12,26.5,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-12,25.4,S111,Scotts Road,1.31055,103.8365
2024-01-12,27.6,S60,Sentosa,1.25,103.8279
2024-01-12,26.7,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-12,26.5,S24,Upper Changi Road North,1.3678,103.9826
2024-01-12,26.6,S116,West Coast Highway,1.281,103.754
2024-01-12,25.7,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-13,29.2,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-13,29.0,S117,Banyan Road,1.256,103.679
2024-01-13,29.6,S50,Clementi Road,1.3337,103.7768
2024-01-13,29.1,S107,East Coast Parkway,1.3135,103.9625
2024-01-13,29.5,S43,Kim Chuan Road,1.3399,103.8878
2024-01-13,29.1,S44,Nanyang Avenue,1.34583,103.68166
2024-01-13,29.9,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-13,30.3,S111,Scotts Road,1.31055,103.8365
2024-01-13,30.5,S60,Sentosa,1.25,103.8279
2024-01-13,30.0,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-13,29.5,S24,Upper Changi Road North,1.3678,103.9826
2024-01-13,29.0,S116,West Coast Highway,1.281,103.754
2024-01-13,29.3,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-14,28.8,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-14,29.8,S117,Banyan Road,1.256,103.679
2024-01-14,29.7,S50,Clementi Road,1.3337,103.7768
2024-01-14,29.1,S107,East Coast Parkway,1.3135,103.9625
2024-01-14,29.1,S43,Kim Chuan Road,1.3399,103.8878
2024-01-14,29.8,S44,Nanyang Avenue,1.34583,103.68166
2024-01-14,29.5,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-14,28.7,S111,Scotts Road,1.31055,103.8365
2024-01-14,30.1,S60,Sentosa,1.25,103.8279
2024-01-14,29.1,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-14,29.5,S24,Upper Changi Road North,1.3678,103.9826
2024-01-14,29.5,S116,West Coast Highway,1.281,103.754
2024-01-14,28.5,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-15,29.4,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-15,30.1,S117,Banyan Road,1.256,103.679
2024-01-15,30.3,S50,Clementi Road,1.3337,103.7768
2024-01-15,29.8,S107,East Coast Parkway,1.3135,103.9625
2024-01-15,29.6,S43,Kim Chuan Road,1.3399,103.8878
2024-01-15,30.9,S44,Nanyang Avenue,1.34583,103.68166
2024-01-15,30.5,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-15,31.0,S111,Scotts Road,1.31055,103.8365
2024-01-15,31.7,S60,Sentosa,1.25,103.8279
2024-01-15,30.3,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-15,30.5,S24,Upper Changi Road North,1.3678,103.9826
2024-01-15,30.4,S116,West Coast Highway,1.281,103.754
2024-01-15,29.8,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-16,26.3,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-16,27.6,S117,Banyan Road,1.256,103.679
2024-01-16,26.3,S50,Clementi Road,1.3337,103.7768
2024-01-16,25.4,S107,East Coast Parkway,1.3135,103.9625
2024-01-16,26.0,S43,Kim Chuan Road,1.3399,103.8878
2024-01-16,27.3,S44,Nanyang Avenue,1.34583,103.68166
2024-01-16,27.4,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-16,25.7,S111,Scotts Road,1.31055,103.8365
2024-01-16,26.4,S60,Sentosa,1.25,103.8279
2024-01-16,27.0,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-16,25.6,S24,Upper Changi Road North,1.3678,103.9826
2024-01-16,26.3,S116,West Coast Highway,1.281,103.754
2024-01-16,26.6,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-17,26.1,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-17,26.4,S117,Banyan Road,1.256,103.679
2024-01-17,25.3,S50,Clementi Road,1.3337,103.7768
2024-01-17,27.4,S107,East Coast Parkway,1.3135,103.9625
2024-01-17,27.4,S43,Kim Chuan Road,1.3399,103.8878
2024-01-17,26.0,S44,Nanyang Avenue,1.34583,103.68166
2024-01-17,27.0,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-17,26.2,S111,Scotts Road,1.31055,103.8365
2024-01-17,28.5,S60,Sentosa,1.25,103.8279
2024-01-17,27.7,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-17,27.5,S24,Upper Changi Road North,1.3678,103.9826
2024-01-17,25.1,S116,West Coast Highway,1.281,103.754
2024-01-17,27.5,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-18,28.8,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-18,29.1,S117,Banyan Road,1.256,103.679
2024-01-18,29.4,S50,Clementi Road,1.3337,103.7768
2024-01-18,28.9,S107,East Coast Parkway,1.3135,103.9625
2024-01-18,29.1,S43,Kim Chuan Road,1.3399,103.8878
2024-01-18,29.4,S44,Nanyang Avenue,1.34583,103.68166
2024-01-18,29.1,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-18,28.7,S111,Scotts Road,1.31055,103.8365
2024-01-18,29.9,S60,Sentosa,1.25,103.8279
2024-01-18,29.2,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-18,28.9,S24,Upper Changi Road North,1.3678,103.9826
2024-01-18,29.1,S116,West Coast Highway,1.281,103.754
2024-01-18,28.6,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-19,29.7,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-19,28.8,S117,Banyan Road,1.256,103.679
2024-01-19,28.9,S50,Clementi Road,1.3337,103.7768
2024-01-19,28.9,S107,East Coast Parkway,1.3135,103.9625
2024-01-19,29.7,S43,Kim Chuan Road,1.3399,103.8878
2024-01-19,29.0,S44,Nanyang Avenue,1.34583,103.68166
2024-01-19,28.8,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-19,28.7,S111,Scotts Road,1.31055,103.8365
2024-01-19,29.5,S60,Sentosa,1.25,103.8279
2024-01-19,29.0,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-19,29.5,S24,Upper Changi Road North,1.3678,103.9826
2024-01-19,28.7,S116,West Coast Highway,1.281,103.754
2024-01-19,28.9,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-20,25.7,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-20,25.6,S117,Banyan Road,1.256,103.679
2024-01-20,25.6,S50,Clementi Road,1.3337,103.7768
2024-01-20,26.1,S107,East Coast Parkway,1.3135,103.9625
2024-01-20,25.9,S43,Kim Chuan Road,1.3399,103.8878
2024-01-20,25.6,S44,Nanyang Avenue,1.34583,103.68166
2024-01-20,25.8,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-20,24.8,S111,Scotts Road,1.31055,103.8365
2024-01-20,25.9,S60,Sentosa,1.25,103.8279
2024-01-20,25.8,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-20,26.0,S24,Upper Changi Road North,1.3678,103.9826
2024-01-20,25.8,S116,West Coast Highway,1.281,103.754
2024-01-20,25.7,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-21,29.6,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-21,30.2,S117,Banyan Road,1.256,103.679
2024-01-21,30.6,S50,Clementi Road,1.3337,103.7768
2024-01-21,29.5,S107,East Coast Parkway,1.3135,103.9625
2024-01-21,29.5,S43,Kim Chuan Road,1.3399,103.8878
2024-01-21,30.3,S44,Nanyang Avenue,1.34583,103.68166
2024-01-21,31.3,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-21,28.9,S111,Scotts Road,1.31055,103.8365
2024-01-21,30.7,S60,Sentosa,1.25,103.8279
2024-01-21,29.2,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-21,29.9,S24,Upper Changi Road North,1.3678,103.9826
2024-01-21,30.2,S116,West Coast Highway,1.281,103.754
2024-01-21,29.8,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-22,31.4,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-22,30.2,S117,Banyan Road,1.256,103.679
2024-01-22,31.8,S50,Clementi Road,1.3337,103.7768
2024-01-22,30.0,S107,East Coast Parkway,1.3135,103.9625
2024-01-22,31.6,S43,Kim Chuan Road,1.3399,103.8878
2024-01-22,30.8,S44,Nanyang Avenue,1.34583,103.68166
2024-01-22,31.3,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-22,32.0,S111,Scotts Road,1.31055,103.8365
2024-01-22,29.3,S60,Sentosa,1.25,103.8279
2024-01-22,29.2,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-22,29.8,S24,Upper Changi Road North,1.3678,103.9826
2024-01-22,30.7,S116,West Coast Highway,1.281,103.754
2024-01-22,31.8,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-23,31.5,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-23,30.8,S117,Banyan Road,1.256,103.679
2024-01-23,31.7,S50,Clementi Road,1.3337,103.7768
2024-01-23,30.0,S107,East Coast Parkway,1.3135,103.9625
2024-01-23,30.7,S43,Kim Chuan Road,1.3399,103.8878
2024-01-23,30.9,S44,Nanyang Avenue,1.34583,103.68166
2024-01-23,31.6,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-23,31.1,S111,Scotts Road,1.31055,103.8365
2024-01-23,31.6,S60,Sentosa,1.25,103.8279
2024-01-23,30.6,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-23,30.8,S24,Upper Changi Road North,1.3678,103.9826
2024-01-23,31.1,S116,West Coast Highway,1.281,103.754
2024-01-23,30.7,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-24,29.3,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-24,29.5,S117,Banyan Road,1.256,103.679
2024-01-24,29.4,S50,Clementi Road,1.3337,103.7768
2024-01-24,27.8,S107,East Coast Parkway,1.3135,103.9625
2024-01-24,29.0,S43,Kim Chuan Road,1.3399,103.8878
2024-01-24,29.4,S44,Nanyang Avenue,1.34583,103.68166
2024-01-24,29.6,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-24,28.3,S111,Scotts Road,1.31055,103.8365
2024-01-24,28.4,S60,Sentosa,1.25,103.8279
2024-01-24,29.2,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-24,28.5,S24,Upper Changi Road North,1.3678,103.9826
2024-01-24,29.6,S116,West Coast Highway,1.281,103.754
2024-01-24,28.3,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-25,29.7,S117,Banyan Road,1.256,103.679
2024-01-25,29.4,S50,Clementi Road,1.3337,103.7768
2024-01-25,27.4,S107,East Coast Parkway,1.3135,103.9625
2024-01-25,29.2,S43,Kim Chuan Road,1.3399,103.8878
2024-01-25,29.9,S44,Nanyang Avenue,1.34583,103.68166
2024-01-25,29.1,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-25,29.3,S111,Scotts Road,1.31055,103.8365
2024-01-25,29.4,S60,Sentosa,1.25,103.8279
2024-01-25,29.1,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-25,27.2,S24,Upper Changi Road North,1.3678,103.9826
2024-01-25,29.7,S116,West Coast Highway,1.281,103.754
2024-01-25,27.0,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-26,28.7,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-26,30.6,S117,Banyan Road,1.256,103.679
2024-01-26,29.7,S50,Clementi Road,1.3337,103.7768
2024-01-26,29.0,S107,East Coast Parkway,1.3135,103.9625
2024-01-26,30.0,S43,Kim Chuan Road,1.3399,103.8878
2024-01-26,29.4,S44,Nanyang Avenue,1.34583,103.68166
2024-01-26,28.9,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-26,30.2,S111,Scotts Road,1.31055,103.8365
2024-01-26,30.3,S60,Sentosa,1.25,103.8279
2024-01-26,29.8,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-26,30.4,S24,Upper Changi Road North,1.3678,103.9826
2024-01-26,29.2,S116,West Coast Highway,1.281,103.754
2024-01-26,29.2,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-27,29.6,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-27,31.0,S117,Banyan Road,1.256,103.679
2024-01-27,30.1,S50,Clementi Road,1.3337,103.7768
2024-01-27,28.8,S107,East Coast Parkway,1.3135,103.9625
2024-01-27,30.0,S43,Kim Chuan Road,1.3399,103.8878
2024-01-27,30.8,S44,Nanyang Avenue,1.34583,103.68166
2024-01-27,30.3,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-27,29.8,S111,Scotts Road,1.31055,103.8365
2024-01-27,30.1,S60,Sentosa,1.25,103.8279
2024-01-27,31.3,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-27,29.0,S24,Upper Changi Road North,1.3678,103.9826
2024-01-27,30.0,S116,West Coast Highway,1.281,103.754
2024-01-27,28.2,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-28,28.2,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-28,29.7,S117,Banyan Road,1.256,103.679
2024-01-28,26.7,S50,Clementi Road,1.3337,103.7768
2024-01-28,27.1,S107,East Coast Parkway,1.3135,103.9625
2024-01-28,29.0,S43,Kim Chuan Road,1.3399,103.8878
2024-01-28,29.6,S44,Nanyang Avenue,1.34583,103.68166
2024-01-28,29.2,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-28,28.4,S111,Scotts Road,1.31055,103.8365
2024-01-28,30.1,S60,Sentosa,1.25,103.8279
2024-01-28,30.2,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-28,28.6,S24,Upper Changi Road North,1.3678,103.9826
2024-01-28,26.4,S116,West Coast Highway,1.281,103.754
2024-01-28,29.5,S104,Woodlands Avenue 9,1.44387,103.78538
2024-01-29,29.9,S109,Ang Mo Kio Avenue 5,1.3764,103.8492
2024-01-29,31.2,S117,Banyan Road,1.256,103.679
2024-01-29,29.6,S50,Clementi Road,1.3337,103.7768
2024-01-29,28.8,S107,East Coast Parkway,1.3135,103.9625
2024-01-29,29.6,S43,Kim Chuan Road,1.3399,103.8878
2024-01-29,31.1,S44,Nanyang Avenue,1.34583,103.68166
2024-01-29,30.9,S121,Old Choa Chu Kang Road,1.37288,103.72244
2024-01-29,29.1,S111,Scotts Road,1.31055,103.8365
2024-01-29,31.8,S60,Sentosa,1.25,103.8279
2024-01-29,29.6,S115,Tuas South Avenue 3,1.29377,103.61843
2024-01-29,29.2,S24,Upper Changi Road North,1.3678,103.9826
2024-01-29,29.6,S116,West Coast Highway,1.281,103.754
2024-01-29,29.7,S104,Woodlands Avenue 9,1.44387,103.78538
